village_id,hh_id,arm,offered_forecast,offered_insurance,take_forecast,take_insurance,land_ha,irrigation,assets_z,risk_aversion_z,past_shock,prior_onset_mean_doy,prior_onset_sd,forecast_onset_doy,post_onset_mean_doy,true_onset_doy,flood_village,seed_spend_inr,fert_spend_inr,labor_spend_inr,other_spend_inr,total_upfront_spend_inr,profit_inr,wtp_forecast_inr,wtp_insurance_inr,belief_change,prior_tercile,seed_spend_inr_share,fert_spend_inr_share,labor_spend_inr_share,other_spend_inr_share,downside_invest,downside_profit
0,0,forecast_offer,1,0,1,0,4.211585182965569,0,1.3679074507209708,-0.8521588059655938,0,166.39821106835586,10.350004565256793,154.65936963159956,157.7691524395511,151.18684635753615,0,4381.644509947086,8797.499719991827,4320.357289046009,2990.4864881829817,20489.988007167904,23714.108272236524,66.50618298084422,22.831954506420672,-8.629058628804756,early,0.21384319543839062,0.4293560209461443,0.21085211409272867,0.14594866952273647,0,0
0,1,forecast_offer,1,0,1,0,0.6329312324378751,0,0.2369486115459497,-0.0834487832265936,0,146.6426655319039,5.913091612222633,154.65936963159956,151.89480514401183,151.18684635753615,0,1769.3358200981993,3846.156989368172,1935.22087207804,1316.0019375992897,8866.7156191437,16033.239940283976,58.06237336333656,30.814872090528773,5.252139612107925,early,0.19954805094663364,0.4337747092129716,0.2182567881053721,0.14842045173502272,1,0
0,2,forecast_offer,1,0,1,0,1.50071092988719,0,1.4671812507090425,-0.1142098917778368,1,161.87447247239012,11.978363340060426,154.65936963159956,157.68382347261638,151.18684635753615,0,3026.293020451781,4706.31224249939,2515.8179090607614,2463.8394210109727,12712.262593022904,18880.38506185814,73.6054290336794,59.38057353308874,-4.190648999773742,early,0.2380609272587521,0.37021829969768233,0.19790480967892862,0.19381596336463702,0,0
0,3,forecast_offer,1,0,1,0,2.1706493296053586,0,-0.1907604603345487,-0.1627989966326071,0,154.13507008903147,7.626371346412579,154.65936963159956,154.46175523426132,151.18684635753615,0,3612.3960930240337,5225.108058705906,3158.060597768848,1504.9705124406155,13500.535261939403,18075.915085525743,67.5001969966104,43.83934558900162,0.3266851452298454,early,0.26757428671795486,0.38702969603260745,0.23392113990265453,0.11147487734678312,0,0
0,4,forecast_offer,1,0,0,0,1.0902301653318136,0,-0.3536147416136443,-1.1039886353716617,1,155.67033218286744,9.831680597593074,154.65936963159956,155.45604818996736,151.18684635753615,0,2509.2817018681435,4392.793903181064,3793.925520263919,2214.775117704434,12910.77624301756,19194.05244344897,46.47376941777976,4.414088641495567,-0.2142839929000786,early,0.19435560299677718,0.3402424316320086,0.29385727464030365,0.17154469073091047,0,0
0,5,forecast_offer,1,0,0,0,1.5355321949918532,1,-1.6823264817910268,0.2102912910861465,1,167.98088596472883,7.777377771840523,154.65936963159956,167.58124047473495,151.18684635753615,0,2654.0277976743973,4364.814210316698,1302.4528575500635,1790.6153492847789,10111.91021482594,18498.03081988477,16.836937449053988,15.430454823286382,-0.3996454899938726,mid,0.26246552246707044,0.43165080757116187,0.12880383922321872,0.17707983073854866,0,0
0,6,forecast_offer,1,0,1,0,1.330606618112847,0,2.008755386185139,-0.959427753141868,1,152.9840211815625,6.547197177070869,154.65936963159956,154.4598969720109,151.18684635753615,0,3357.6804479038856,6087.032544670454,3653.6780342719458,1818.356720751979,14916.747747598263,17866.958073384354,72.75915504949025,22.05851759713789,1.4758757904484128,early,0.22509467242579762,0.4080670027855451,0.24493797817692683,0.12190034661173053,0,0
0,7,forecast_offer,1,0,0,0,0.7156203345657272,1,-1.3759135886015514,-0.6283711081194786,0,165.27842595243885,10.025969173591458,154.65936963159956,162.636819253516,151.18684635753615,0,2074.2893615355624,2918.552495363924,1968.948410084868,1691.3220247903228,8653.112291774676,16278.823140026832,44.37289080171896,8.829158230502635,-2.641606698922857,early,0.23971598791192206,0.3372835572858786,0.22754222338666247,0.19545823141553703,1,0
0,8,forecast_offer,1,0,0,0,0.968543892422136,1,-1.4535992799316308,-1.2623892988571654,0,166.5646642523568,3.9793518095249647,154.65936963159956,164.0002193134889,151.18684635753615,0,2070.9130811654964,4006.341508547664,1959.201076579081,3052.6906596924173,11089.14632598466,15046.473023785398,32.1057027045785,16.392887714115766,-2.5644449388678936,early,0.18675135310576846,0.361284934906107,0.17667735811080243,0.2752863538773219,0,0
0,9,forecast_offer,1,0,1,0,0.474268424172061,0,0.3779709979946984,0.4525384189795919,0,162.61376360827148,11.563262961474743,154.65936963159956,156.36742327909772,151.18684635753615,0,2217.17397606477,4669.214043117156,2903.795063895052,1604.8375527446606,11395.020635821638,18633.955153188104,52.620658347994976,53.9240086993816,-6.246340329173762,early,0.19457393250301042,0.4097591564195076,0.25483017158973964,0.1408367394877424,0,0
0,10,forecast_offer,1,0,0,0,0.9498753866006266,1,-0.6780715284934992,0.5321293738814383,0,152.53582645699888,9.05575159999093,154.65936963159956,153.1796077373191,151.18684635753615,0,2358.037084675644,4315.456084884059,2432.6122160980326,2428.5964643873685,11534.701850045103,16061.248281017884,35.788809052046865,55.17467412180749,0.6437812803202121,early,0.20442982535057233,0.3741280997971512,0.21089511005336653,0.21054696479891002,0,0
0,11,forecast_offer,1,0,0,0,0.671351839165991,1,0.2830685880099896,1.084515160929966,0,166.2898550122158,8.424290371526824,154.65936963159956,161.2800170019868,151.18684635753615,0,1168.5792957405918,3026.135346117677,1777.872630843927,1676.629966210211,7649.217238912407,15040.055057088535,42.19829653351502,42.10111208547253,-5.009838010229004,early,0.15277109529533306,0.39561372773195597,0.23242543325867304,0.21918974371403788,1,0
