village_id,hh_id,arm,offered_forecast,offered_insurance,take_forecast,take_insurance,land_ha,irrigation,assets_z,risk_aversion_z,past_shock,prior_onset_mean_doy,prior_onset_sd,forecast_onset_doy,post_onset_mean_doy,true_onset_doy,flood_village,seed_spend_inr,fert_spend_inr,labor_spend_inr,other_spend_inr,total_upfront_spend_inr,profit_inr,wtp_forecast_inr,wtp_insurance_inr
0,0,forecast_offer,1,0,1,0,4.211585182965569,0,1.3679074507209708,-0.8521588059655938,0,166.39821106835586,10.350004565256793,154.65936963159956,157.7691524395511,151.18684635753615,0,4381.644509947086,8797.499719991827,4320.357289046009,2990.4864881829817,20489.988007167904,23714.108272236524,66.50618298084422,22.831954506420672
0,1,forecast_offer,1,0,1,0,0.6329312324378751,0,0.23694861154594976,-0.08344878322659362,0,146.6426655319039,5.913091612222633,154.65936963159956,151.89480514401185,151.18684635753615,0,1769.3358200981993,3846.1569893681717,1935.2208720780402,1316.0019375992897,8866.7156191437,16033.239940283975,58.06237336333656,30.814872090528773
0,2,forecast_offer,1,0,1,0,1.5007109298871901,0,1.4671812507090423,-0.11420989177783689,1,161.87447247239012,11.978363340060426,154.65936963159956,157.68382347261638,151.18684635753615,0,3026.293020451781,4706.31224249939,2515.8179090607614,2463.8394210109727,12712.262593022904,18880.38506185814,73.6054290336794,59.38057353308874
0,3,forecast_offer,1,0,1,0,2.1706493296053586,0,-0.19076046033454871,-0.1627989966326071,0,154.13507008903147,7.626371346412579,154.65936963159956,154.46175523426132,151.18684635753615,0,3612.3960930240337,5225.108058705906,3158.060597768848,1504.9705124406155,13500.535261939403,18075.915085525743,67.5001969966104,43.839345589001624
0,4,forecast_offer,1,0,0,0,1.0902301653318136,0,-0.35361474161364437,-1.1039886353716615,1,155.67033218286744,9.831680597593074,154.65936963159956,155.45604818996736,151.18684635753615,0,2509.2817018681435,4392.793903181064,3793.9255202639188,2214.775117704434,12910.77624301756,19194.05244344897,46.473769417779764,4.414088641495567
0,5,forecast_offer,1,0,0,0,1.5355321949918532,1,-1.6823264817910268,0.21029129108614655,1,167.98088596472883,7.777377771840523,154.65936963159956,167.58124047473495,151.18684635753615,0,2654.0277976743973,4364.814210316698,1302.4528575500635,1790.6153492847789,10111.910214825939,18498.03081988477,16.836937449053988,15.430454823286382
0,6,forecast_offer,1,0,1,0,1.330606618112847,0,2.008755386185139,-0.959427753141868,1,152.9840211815625,6.547197177070869,154.65936963159956,154.4598969720109,151.18684635753615,0,3357.6804479038856,6087.032544670454,3653.6780342719458,1818.356720751979,14916.747747598265,17866.958073384354,72.75915504949025,22.058517597137886
0,7,forecast_offer,1,0,0,0,0.7156203345657272,1,-1.3759135886015514,-0.6283711081194786,0,165.27842595243885,10.025969173591458,154.65936963159956,162.636819253516,151.18684635753615,0,2074.2893615355624,2918.5524953639238,1968.9484100848676,1691.3220247903228,8653.112291774676,16278.823140026832,44.37289080171896,8.829158230502635
0,8,forecast_offer,1,0,0,0,0.968543892422136,1,-1.4535992799316308,-1.2623892988571654,0,166.5646642523568,3.9793518095249647,154.65936963159956,164.0002193134889,151.18684635753615,0,2070.9130811654964,4006.3415085476636,1959.201076579081,3052.6906596924173,11089.146325984659,15046.473023785398,32.1057027045785,16.392887714115766
0,9,forecast_offer,1,0,1,0,0.474268424172061,0,0.37797099799469847,0.4525384189795919,0,162.61376360827148,11.563262961474743,154.65936963159956,156.36742327909772,151.18684635753615,0,2217.17397606477,4669.214043117156,2903.795063895052,1604.8375527446606,11395.020635821638,18633.955153188104,52.620658347994976,53.9240086993816
